IdCabms,Descripcion,IdNivel,Partida1,Partida2,Estatus,Ccop,Pcontable,Descpartida,Historico_Clave_Cabm
C2530100588,CODEÍNA/EFEDRINA Codeína 20mg/ Efedrina 10mg 20 Tabletas,5,2504,2530,,25300588,1.1.5.1.4,,C931302018
C2530100989,FLUTICASONA Suspensión en aerosol 58.52mg/100g Frasco presurizado con 5.1g (60 dosis con 50µg),5,2504,2530,,25300989,1.1.5.1.4,,C931302022
C2530101222,IPRATROPIO Suspensión en aerosol 0.286 mg/g 15 ml (21.0 g) como aerosol,5,2504,2530,,25301222,1.1.5.1.4,,C931302024
C2530101221,IPRATROPIO Solución 25 mg/100 ml Frasco ámpula con 20 ml,5,2504,2530,,25301221,1.1.5.1.4,,C931302026
C2530101219,IPRATROPIO-SALBUTAMOL Solución 0.500 2.500mg/2.5ml 10 ampolletas de 2.5 ml,5,2504,2530,,25301219,1.1.5.1.4,,C931302028
C2530101220,IPRATROPIO-SALBUTAMOL Suspensión en aerosol 0.286mg 1.423mg/g Fsco presurizado c/14 g sin espaciador,5,2504,2530,,25301220,1.1.5.1.4,,C931302030
C2530101515,MONTELUKAST 5mg 30 comprimidos masticables,5,2504,2530,,25301515,1.1.5.1.4,,C931302032
C2530101516,MONTELUKAST 10mg 30 comprimidos masticables,5,2504,2530,,25301516,1.1.5.1.4,,C931302036
C2530101571,NICOTINA 36mg 7 parches de 7cm2,5,2504,2530,,25301571,1.1.5.1.4,,C931302038
C2530101572,NICOTINA 78mg 7 parches de 15cm2,5,2504,2530,,25301572,1.1.5.1.4,,C931302040
C2530101570,NICOTINA 114mg 7 parches de 22cm2,5,2504,2530,,25301570,1.1.5.1.4,,C931302042
C2530101881,SALBUTAMOL. Solución para respiradores 0.5 g/ 100 ml Frasco con 10ml,5,2504,2530,,25301881,1.1.5.1.4,,C931302044
C2530101880,SALBUTAMOL. Jarabe 2mg/ 5ml Envase con 60 ml,5,2504,2530,,25301880,1.1.5.1.4,,C931302046
C2530101885,SALMETEROL Suspensión en aerosol 31mg/100g Frasco presurizado con 5.1g (60 dosis con 25µg),5,2504,2530,,25301885,1.1.5.1.4,,C931302048
C2530101884,SALMETEROL- FLUTICASONA Polvo 50µg/100µg Dispositivo inhalador para 60 días,5,2504,2530,,25301884,1.1.5.1.4,,C931302050
C2530101887,SALMETEROL- FLUTICASONA Suspensión en aerosol 0.48 0.67mg/g 120 dosis,5,2504,2530,,25301887,1.1.5.1.4,,C931302052
C2530102033,TEOFILINA Elixir 533mg/100ml Envase con 450ml,5,2504,2530,,25302033,1.1.5.1.4,,C931302054
C2530102038,TERBUTALINA Solución iny. 0.25mg/ml 3 Ampolletas,5,2504,2530,,25302038,1.1.5.1.4,,C931302056
C2530102037,TERBUTALINA Polvo 0.5 mg/dosis. Envase con inhalador para 200 dosis.,5,2504,2530,,25302037,1.1.5.1.4,,C931302058
C2530102263,ZAFIRLUKAST 20mg Envase con 28 tabletas,5,2504,2530,,25302263,1.1.5.1.4,,C931302060
C2530100425,CARBAMAZEPINA Suspensión oral 100mg/ 5ml Envase con 120 ml,5,2504,2530,,25300425,1.1.5.1.4,,C931401002
C2530100426,CARBAMAZEPINA 200 mg 20 Tabletas,5,2504,2530,,25300426,1.1.5.1.4,,C931401004
C2530100682,DIAZEPAM 10mg 20 Tabletas,5,2504,2530,,25300682,1.1.5.1.4,,C931401008
C2530100820,ERGOTAMINA Y CAFEÍNA 1mg/ 100mg 20 Grageas comprimidos o tabletas,5,2504,2530,,25300820,1.1.5.1.4,,C931401010
C2530100938,FENITOÍNA (DIFENILHIDANTOÍNA) Suspensión oral 37.5 mg/ 5ml Frasco con 120 ml,5,2504,2530,,25300938,1.1.5.1.4,,C931401012
C2530100942,FENOBARBITAL Elixir 20mg/ 5ml Envase con 60 ml,5,2504,2530,,25300942,1.1.5.1.4,,C931401014
C2530100943,FENOBARBITAL 100mg 20 Tabletas,5,2504,2530,,25300943,1.1.5.1.4,,C931401016
C2530102195,VALPROATO DE MAGNESIO 200mg (equivalente a 185.6mg) 40 Tabletas con cubierta entérica,5,2504,2530,,25302195,1.1.5.1.4,,C931401018
C2530100077,ÁCIDO VALPROÍCO 250mg 60 Cápsulas,5,2504,2530,,25300077,1.1.5.1.4,,C931402002
C2530100361,BIPERIDENO 2mg 50 Tabletas,5,2504,2530,,25300361,1.1.5.1.4,,C931402004
C2530100360,BIPERIDENO Solución iny. 5 mg/ml 5 ampolletas,5,2504,2530,,25300360,1.1.5.1.4,,C931402006
C2530100427,CARBAMAZEPINA 400 mg 20 Tabletas,5,2504,2530,,25300427,1.1.5.1.4,,C931402008
C2530100524,CLOBAZAM 10mg 30 tabletas,5,2504,2530,,25300524,1.1.5.1.4,,C931402010
C2530100531,CLONAZEPAM Solución iny. 1mg 5 ampolletas,5,2504,2530,,25300531,1.1.5.1.4,,C931402012
C2530100532,CLONAZEPAM 2mg 30 Tabletas,5,2504,2530,,25300532,1.1.5.1.4,,C931402014
C2530100530,CLONAZEPAM Solución oral 2.5mg/ml Frasco gotero con 10ml,5,2504,2530,,25300530,1.1.5.1.4,,C931402016
C2530100540,CLORAL Jarabe 500mg/5ml Frasco 120ml,5,2504,2530,,25300540,1.1.5.1.4,,C931402018
C2530100560,CLORODIAZEPÓXIDO Solución iny. 100mg 0,5,2504,2530,,25300560,1.1.5.1.4,,C931402020
C2530100681,DIAZEPAM Suspensión oral 2mg Frasco 60ml,5,2504,2530,,25300681,1.1.5.1.4,,C931402022
C2530100724,DIHIDROERGOTAMINA 1mg 20 Tabletas,5,2504,2530,,25300724,1.1.5.1.4,,C931402024
C2530100785,ELETRIPTÁN 40 mg 2 tabletas,5,2504,2530,,25300785,1.1.5.1.4,,C931402030
C2530100786,ELETRIPTÁN 80 mg 2 tabletas,5,2504,2530,,25300786,1.1.5.1.4,,C931402032
C2530100937,FENITOÍNA SÓDICA Solución iny. 250mg 1 Ampolleta,5,2504,2530,,25300937,1.1.5.1.4,,C931402034
C2530100939,FENITOÍNA SÓDICA 30 mg 50 Tabletas,5,2504,2530,,25300939,1.1.5.1.4,,C931402036
C2530100940,FENITOÍNA SÓDICA 100mg 50 Tabletas,5,2504,2530,,25300940,1.1.5.1.4,,C931402038
C2530100944,FENOBARBITAL 15 mg 10 Tabletas,5,2504,2530,,25300944,1.1.5.1.4,,C931402040
C2530100970,FLUNARIZINA 5 mg 20 Cápsulas,5,2504,2530,,25300970,1.1.5.1.4,,C931402044
C2530101037,GABAPENTINA 300mg 15 Cápsulas,5,2504,2530,,25301037,1.1.5.1.4,,C931402046
C2530101213,INTERFERÓN Solución iny. 6 millones UI Frasco ámpula una jeringa con un ml de diluyente y dos agujas,5,2504,2530,,25301213,1.1.5.1.4,,C931402052
C2530101278,LAMOTRIGINA 25mg 28 tabletas,5,2504,2530,,25301278,1.1.5.1.4,,C931402056
C2530101277,LAMOTRIGINA 100mg 28 tabletas,5,2504,2530,,25301277,1.1.5.1.4,,C931402058
C2530101453,METILFENIDATO 10mg 30 Comprimidos,5,2504,2530,,25301453,1.1.5.1.4,,C931402064
C2530101583,NIMODIPINO Solución iny. 10mg 1 Frasco ámpula con 50 ml,5,2504,2530,,25301583,1.1.5.1.4,,C931402066
C2530101650,OXCARBAZEPINA 300 mg 20 grageas,5,2504,2530,,25301650,1.1.5.1.4,,C931402068
C2530101651,OXCARBAZEPINA 600 mg 20 grageas,5,2504,2530,,25301651,1.1.5.1.4,,C931402070
C2530101652,OXCARBAZEPINA Suspensión 6 g/100 ml 120 ml,5,2504,2530,,25301652,1.1.5.1.4,,C931402072
C2530101713,PERFENACINA Solución iny. 5 mg 3 Ampolletas,5,2504,2530,,25301713,1.1.5.1.4,,C931402074
C2530101731,PIRIDOSTIGMINA 60mg 20 Grageas o Tabletas,5,2504,2530,,25301731,1.1.5.1.4,,C931402076
C2530101785,PRIMIDONA Suspensión oral 250mg/ 5ml Envase con 120 ml,5,2504,2530,,25301785,1.1.5.1.4,,C931402078
C2530101786,PRIMIDONA. 250mg 50 Tabletas,5,2504,2530,,25301786,1.1.5.1.4,,C931402080
C2530101994,SUMATRIPTAN Solución iny. 6 mg / 0.5ml 1 Jeringa pre llenada,5,2504,2530,,25301994,1.1.5.1.4,,C931402084
C2530102088,TOPIRAMATO 15mg 60 cápsulas,5,2504,2530,,25302088,1.1.5.1.4,,C931402090
C2530102114,TRIHEXIFENIDILO 5 mg 50 Tabletas,5,2504,2530,,25302114,1.1.5.1.4,,C931402092
C2530102196,VALPROATO DE MAGNESIO 600mg 30 tabletas de liberación prolongada,5,2504,2530,,25302196,1.1.5.1.4,,C931402094
C2530102229,VIGABATRINA 500mg 60 comprimidos,5,2504,2530,,25302229,1.1.5.1.4,,C931402096
C2530100050,ÁCIDO ASCÓRBICO 100mg 20 Tabletas,5,2504,2530,,25300050,1.1.5.1.4,,C931501002
C2530100439,CASEÍNATO DE CALCIO Polvo Proteínas 90 g lípidos 2 g Lata con 100 g,5,2504,2530,,25300439,1.1.5.1.4,,C931501004
C2530100598,COMPLEJO B Tabletas Tiamina 100mg piridoxina 5 mg cianocobalamina 50 µg 30 Tabletas,5,2504,2530,,25300598,1.1.5.1.4,,C931501006
C2530100707,DIETA POLIMÉRICA A BASE PROTEÍNAS DE CASEÍNATO DE CALCIO Polvo Prot. 17.5 g líp.9g carboh. 68 g Lata,5,2504,2530,,25300707,1.1.5.1.4,,C931501008
C2530101009,FÓRMULA CON PROTEÍNAS AISLADAS DE SOYA Polvo Proteínas 16 g lípidos 29g carbohidratos 53 g *. Lata c,5,2504,2530,,25301009,1.1.5.1.4,,C931501010
C2530101015,FÓRMULA D/SEGUIM O CONTINUACIÓN C/ O SIN PROBIOTICOS Pol Prot. 15 g líp 18.4 g carboh.47gLata c/400a,5,2504,2530,,25301015,1.1.5.1.4,,C931501014
C2530101492,MIEL DE MAÍZ Solución oral Frasco con 500ml,5,2504,2530,,25301492,1.1.5.1.4,,C931501016
C2530101733,PIRIDOXINA 300 mg 10 tabletas,5,2504,2530,,25301733,1.1.5.1.4,,C931501018
C2530101967,SUCEDÁNEO DE LECHE HUMANA DE PRETÉRMINO Polvo Proteínas 15 g lípidos 29g carbohidratos 57 g Lata 454,5,2504,2530,,25301967,1.1.5.1.4,,C931501024
C2530101969,SUCEDÁNEO DE LECHE HUMANA DE TÉRMINO Polvo Envase: 400-454 g,5,2504,2530,,25301969,1.1.5.1.4,,C931501026
C2530101971,SUCEDÁNEO DE LECHE HUMANA DE TERMINO SIN LACTOSA Polvo Prot.14g líp 29g carbohidr. 56g Lata con 400,5,2504,2530,,25301971,1.1.5.1.4,,C931501028
C2530102247,VITAMINAS A.C.D. Solución oral Palmitato retinol 9000UI ácido Ascórb 125mg colecalciferol 1800UI Fra,5,2504,2530,,25302247,1.1.5.1.4,,C931501032
C2530100049,ÁCIDO ASCÓRBICO Solución iny. 1g 6 ampolletas con 10ml,5,2504,2530,,25300049,1.1.5.1.4,,C931502004
C2530100052,ÁCIDO FÓLICO 0.4mg 90 tabletas,5,2504,2530,,25300052,1.1.5.1.4,,C931502008
C2530100169,AMINOÁCIDOS CON CADENA RAMIFICADA 8 % SIN ELECTROLITOS Solución iny. 1 Frasco 500ml,5,2504,2530,,25300169,1.1.5.1.4,,C931502012
C2530100164,AMINOÁCIDOS CRISTALINOS AL 8.5 % CON ELECTRÓLITOS Solución iny. Envase de 1 000ml que contiene 500ml,5,2504,2530,,25300164,1.1.5.1.4,,C931502018
C2530100171,AMINOÁCIDOS ESENCIALES 8.5 % S/ELECTROLITOS Solución iny. 500ml Envase de 1 000 ml que contiene 500m,5,2504,2530,,25300171,1.1.5.1.4,,C931502020
C2530101019,DIETA INMUNORREGULADORA Polvo o suspensión oral 250ml o 123g Lata o sobre,5,2504,2530,,25301019,1.1.5.1.4,,C931502028
C2530100709,DIETA POLIMÉRICA CON FIBRA Suspensión oral 236 ml o 250 ml 1 Lata.,5,2504,2530,,25300709,1.1.5.1.4,,C931502030
C2530101133,HIERRO AMINOQUELADO Y ÁCIDO FÓLICO 30mg/0.500mg 30 tabletas,5,2504,2530,,25301133,1.1.5.1.4,,C931502036
C2530101317,LEVOCARNITINA 1g Envase con 20 tabletas masticables,5,2504,2530,,25301317,1.1.5.1.4,,C931502042
C2530101365,LÍPIDOS Emulsión inyectable Envase con 500ml,5,2504,2530,,25301365,1.1.5.1.4,,C931502044
C2530101367,LÍPIDOS INTRAV. D/CADENA MED Y LAR 20% Em.iny Ace.d/soya 100g/1000ml triglic.d/cad.med.100g/1000ml E,5,2504,2530,,25301367,1.1.5.1.4,,C931502048
C2530101364,LÍPIDOS INTRAVENOSOS. Emul. Iny. Aceite de soya 25 a 50g/500ml aceite de cártamo 25g/500ml Env c/500,5,2504,2530,,25301364,1.1.5.1.4,,C931502050
C2530101399,MANGANESO Solución iny. 0.924 mg/ 3 ml 25 Ampolletas,5,2504,2530,,25301399,1.1.5.1.4,,C931502052
C2530101613,NUTRICIÓN PARENTERAL Emulsión inyectable Bolsa con 2000ml,5,2504,2530,,25301613,1.1.5.1.4,,C931502056
C2530101611,NUTRICIÓN PARENTERAL Emulsión inyectable Bolsa con 2000ml,5,2504,2530,,25301611,1.1.5.1.4,,C931502058
C2530101612,NUTRICIÓN PARENTERAL Emulsión inyectable Bolsa con 2000ml,5,2504,2530,,25301612,1.1.5.1.4,,C931502060
C2530101625,OLIGOMETALES ENDOVENOSOS Solución iny. Oligometales 10 Frascos ámpula 20 ml,5,2504,2530,,25301625,1.1.5.1.4,,C931502062
C2530101878,SACARATO FÉRRICO Solución iny. 100mg/5ml 1 ampolleta de 5ml,5,2504,2530,,25301878,1.1.5.1.4,,C931502066
C2530101891,SELENIO Solución iny. 40µg/ml Frasco ámpula con 10ml,5,2504,2530,,25301891,1.1.5.1.4,,C931502068
C2530102053,TIAMINA. Liofilizado/ Solución iny. 500mg 3 Frascos ámpula,5,2504,2530,,25302053,1.1.5.1.4,,C931502070
C2530102251,VITAMINAS Y MINERALES Suspensión o solución oral Frasco gotero con 30ml,5,2504,2530,,25302251,1.1.5.1.4,,C931502074
C2530102250,VITAMINAS Y MINERALES Solución oral Frasco con 60ml y gotero de 2 ml,5,2504,2530,,25302250,1.1.5.1.4,,C931502078
C2530102249,VITAMINAS Y MINERALES 30 cápsulas de gelatina blanda,5,2504,2530,,25302249,1.1.5.1.4,,C931502080
C2530102252,VITAMINAS Y MINERALES Suspensión oral Frasco con 30ml con gotero,5,2504,2530,,25302252,1.1.5.1.4,,C931502082
C2530102253,VITAMINAS Y MINERALES 30 tabletas,5,2504,2530,,25302253,1.1.5.1.4,,C931502084
C2530102271,ZINC Solución iny. 5mg 25 ampolletas con 3ml,5,2504,2530,,25302271,1.1.5.1.4,,C931502086
C2530100546,CLORAMFENICOL Solución oftálmica. 5 mg/ml Frasco con 15ml,5,2504,2530,,25300546,1.1.5.1.4,,C931601002
C2530100548,CLORAMFENICOL Ungüento oftálmico. 5 mg/g Tubo con 5 g,5,2504,2530,,25300548,1.1.5.1.4,,C931601004
C2530101143,HIPROMELOSA (METILCELULOSA) Solución oftálmica. 2% 20mg/ml Frasco gotero 5ml,5,2504,2530,,25301143,1.1.5.1.4,,C931601006
C2530101280,LANOLINA Y ACEITE MINERAL Ungüento 3 g/ 100 g  3g/100g Frasco con 100 g,5,2504,2530,,25301280,1.1.5.1.4,,C931601008
C2530101541,NAFAZOLINA. Solución oftálmica. 1mg/ml dil. alcohol polivinil. 14 mg o metilce. 5 mg Frasco gotero c,5,2504,2530,,25301541,1.1.5.1.4,,C931601010
C2530101810,PROXIMETACAINA (PROPARACAINA) Solución oftálmica. 5 mg/ml Frasco gotero con 15ml,5,2504,2530,,25301810,1.1.5.1.4,,C931601012
C2530101982,SULFACETAMIDA Solución oftálmica. 0.1 g/ml Frasco gotero con 15ml,5,2504,2530,,25301982,1.1.5.1.4,,C931601014
C2530102273,ZINC Y FENILEFRINA Solución oftálmica. 2.5mg/ml  1.2mg/ml Frasco con 15ml,5,2504,2530,,25302273,1.1.5.1.4,,C931601016
C2530100033,ACETILCOLINA CLORURO DE Liofilizadop/soluc. oftál Acetilcolina 20mg/2ml Manitol 60mg/2ml Fco ámp.c/d,5,2504,2530,,25300033,1.1.5.1.4,,C931602002
C2530100039,ACICLOVIR Ungüento oftálmico 3g/100g Tubo con 4.5g,5,2504,2530,,25300039,1.1.5.1.4,,C931602004
C2530100103,ALCOHOL POLIVINÍLICO Solución oftálmica 14 mg/ml Frasco 15ml,5,2504,2530,,25300103,1.1.5.1.4,,C931602006
C2530100299,ATROPINA Ungüento oftálmico 10mg/ g Tubo con 3 g,5,2504,2530,,25300299,1.1.5.1.4,,C931602008
C2530100298,ATROPINA Solución oftálmica 10mg/ml Frasco gotero con 15ml,5,2504,2530,,25300298,1.1.5.1.4,,C931602010
C2530100348,BETAXOLOL Solución oftálmica 0.50 g/ 100 ml Envase con gotero integral 5ml,5,2504,2530,,25300348,1.1.5.1.4,,C931602012
C2530100371,BRIMONIDINA Solución oftálmica 2.0 mg/ml Frasco gotero con 5 ml,5,2504,2530,,25300371,1.1.5.1.4,,C931602014
C2530100477,CICLOPENTOLATO Solución oftálmica 10mg/ml Frasco gotero con 3 ml,5,2504,2530,,25300477,1.1.5.1.4,,C931602016
C2530100483,CICLOSPORINA Solución oftálmica 1.0 mg Frasco gotero con 5ml,5,2504,2530,,25300483,1.1.5.1.4,,C931602020
C2530100496,CIPROFLOXACINO Solución oftálmica 3.0mg/ml Envase con gotero integral  5ml,5,2504,2530,,25300496,1.1.5.1.4,,C931602022
C2530100549,CLORAMFENICOL LEVÓGIRO/SULFACETAMIDA SÓDICA Sol.oftálmica 0.50 g/ 100 ml 10g/ 100 ml Fsco gotero c/5,5,2504,2530,,25300549,1.1.5.1.4,,C931602024
C2530100573,CLORURO DE SODIO Pomada o Solución oftálmica 50mg/ g Envase con 7 g,5,2504,2530,,25300573,1.1.5.1.4,,C931602026
C2530100621,CROMOGLICATO DE SODIO Solución oftálmica 40 mg/ml Frasco gotero con 5ml,5,2504,2530,,25300621,1.1.5.1.4,,C931602028
C2530100665,DEXAMETASONA Solución oftálmica 0.1 g/ 100 ml Frasco gotero con 5ml,5,2504,2530,,25300665,1.1.5.1.4,,C931602030
C2530100740,DIPIVEFRINA Solución oftálmica 0.1 g/  ml Frasco gotero con 10ml,5,2504,2530,,25300740,1.1.5.1.4,,C931602034
C2530100756,DORZOLAMIDA Solución oftálmica 20mg/ml Frasco gotero con 5ml,5,2504,2530,,25300756,1.1.5.1.4,,C931602036
C2530100758,DORZOLAMIDA Y TIMOLOL Solución oftálmica 20mg y 5mg/ml Gotero integral con 5ml,5,2504,2530,,25300758,1.1.5.1.4,,C931602038
C2530100931,FENILEFRINA Solución oftálmica 100mg/ml Frasco gotero con 15ml,5,2504,2530,,25300931,1.1.5.1.4,,C931602040
C2530100934,FENIRAMINA/NAFAZOLINA Solución oftálmica 0.300g y 0.016g/100ml Frasco 30ml,5,2504,2530,,25300934,1.1.5.1.4,,C931602042
C2530100976,FLUOROMETALONA Solución oftálmica 100mg/100ml Frasco gotero con 5ml,5,2504,2530,,25300976,1.1.5.1.4,,C931602048
C2530101054,GENTAMICINA Solución oftálmica 3 mg/ml Frasco gotero con 5ml,5,2504,2530,,25301054,1.1.5.1.4,,C931602050
C2530101106,HIALURONATO DE SODIO Jeringa oftálmica 4 ml,5,2504,2530,,25301106,1.1.5.1.4,,C931602052
C2530101144,HIPROMELOSA (METILCELULOSA) Solución oftálmica al 0.5 % 5 mg/ml Frasco gotero con 15ml,5,2504,2530,,25301144,1.1.5.1.4,,C931602054
C2530101146,HOMATROPINA. Solución oftálmica 2 g / 100 ml,5,2504,2530,,25301146,1.1.5.1.4,,C931602056
C2530101153,IDOXURIDINA Solución oftálmica 1mg,5,2504,2530,,25301153,1.1.5.1.4,,C931602060
C2530101311,LEVOBUNOLOL/ALCOHOL POLIVINÍLICO Solución oftálmica 0.5 g/ 100 ml 1.4 g Frasco 10ml,5,2504,2530,,25301311,1.1.5.1.4,,C931602064
C2530101314,LEVOCABASTINA Suspensión 50mgrs/ 100 ml Frasco 5ml,5,2504,2530,,25301314,1.1.5.1.4,,C931602066
C2530101324,LEVOEPINEFRINA Solución oftálmica 2mg,5,2504,2530,,25301324,1.1.5.1.4,,C931602068
C2530101409,MEDRISONA Solución oftálmica 1.0 g Frasco gotero con 5ml,5,2504,2530,,25301409,1.1.5.1.4,,C931602070
C2530101553,NEOMICINA POLIMIXINA B Y BACITRACINA Ungü.oftálm. Neom.3.5 g polimix b 5 000U/g bacitrac 40U/g Tubo,5,2504,2530,,25301553,1.1.5.1.4,,C931602072
C2530101555,NEOMICINA POLIMIXINA B Y GRAMICIDINA Sol.Oftál. Neomic 175 mg/ml polim. b5000 u/ml gram 25 µg/mlFco,5,2504,2530,,25301555,1.1.5.1.4,,C931602074
C2530101609,NORFLOXACINO Solución oftálmica 0.3 %/ 100 ml Frasco 5ml,5,2504,2530,,25301609,1.1.5.1.4,,C931602076
C2530101716,PILOCARPINA Solución oftálmica al 2% 20mg/ml Frasco gotero con 15ml,5,2504,2530,,25301716,1.1.5.1.4,,C931602078
C2530101717,PILOCARPINA Solución oftálmica al 4% 40 mg/ml Frasco gotero con 15ml,5,2504,2530,,25301717,1.1.5.1.4,,C931602080
C2530101769,PREDNISOLONA Ungüento 5 mg Tubo 3 g,5,2504,2530,,25301769,1.1.5.1.4,,C931602082
C2530101767,PREDNISOLONA Solución oftálmica 5 mg/ml Frasco gotero con 5ml,5,2504,2530,,25301767,1.1.5.1.4,,C931602084
C2530102047,TETRACAÍNA Solución oftálmica 5 mg/ml 1 Frasco gotero con 10ml,5,2504,2530,,25302047,1.1.5.1.4,,C931602088
C2530102061,TIMOLOL Solución oftálmica 5 mg/ml Frasco gotero con 5ml,5,2504,2530,,25302061,1.1.5.1.4,,C931602090
C2530102092,TOXINA BOTULÍNICA TIPO A Solución iny. 100U 1 frasco ámpula,5,2504,2530,,,1.1.5.1.4,,C931602094
C2530102105,TRAVAPROST Solución oftálmica 40 µg frasco gotero con 2.5 ml,5,2504,2530,,25302105,1.1.5.1.4,,C931602096
C2530102227,VERTEPORFINA Solución iny. 15 mg 1 frasco ámpula,5,2504,2530,,25302227,1.1.5.1.4,,C931602100
C2530102240,VITAMINA A 50 000 UI. 40 Cápsulas,5,2504,2530,,,1.1.5.1.4,,C931602102
C2530100059,ÁCIDO FOLÍNICO 15 mg 12 Tabletas,5,2504,2530,,25300059,1.1.5.1.4,,C931702002
C2530100056,ÁCIDO FOLÍNICO Solución iny. 15 mg/ 5ml Caja con 5 Ampolletas,5,2504,2530,,25300056,1.1.5.1.4,,C931702004
C2530100057,ÁCIDO FOLÍNICO Solución iny. 3 mg/ 1 ml 6 Ampolletas,5,2504,2530,,25300057,1.1.5.1.4,,C931702006
C2530100058,ÁCIDO FOLÍNICO Solución iny. 50mg Frasco ámpula,5,2504,2530,,25300058,1.1.5.1.4,,C931702008
C2530100079,ÁCIDO ZOLEDRÓNICO Solución iny. 4.0 mg 1 4 10 o 20 frascos ámpula y 1 4 10 o 20 ampolletas con 5ml d,5,2504,2530,,25300079,1.1.5.1.4,,C931702010
C2530100159,AMIFOSTINA Solución iny. 500mg Frasco ámpula,5,2504,2530,,25300159,1.1.5.1.4,,C931702012
C2530100201,ANASTROZOL 1mg Envase con 28 tabletas,5,2504,2530,,25300201,1.1.5.1.4,,C931702014
C2530100312,BCG INMUNOTERAPÉUTICO Suspensión 81.00 mg Frasco ámpula con liofilizado y frasco ámpula con 3ml de d,5,2504,2530,,25300312,1.1.5.1.4,,C931702016
C2530100365,BLEOMICINA Solución iny. 15 UI/ 3 ml 1 Ampolleta y diluyente de 5ml,5,2504,2530,,25300365,1.1.5.1.4,,C931702020
C2530100399,BUSERELINA Implante de liberación prolongada 6.3mg Una jeringa precargada con un implante,5,2504,2530,,25300399,1.1.5.1.4,,C931702022
C2530100401,BUSULFANO 2mg 25 Tabletas,5,2504,2530,,25300401,1.1.5.1.4,,C931702024
C2530100419,CAPECITABINA 150mg 60 grageas,5,2504,2530,,25300419,1.1.5.1.4,,C931702026
C2530100420,CAPECITABINA 500mg 120 grageas,5,2504,2530,,25300420,1.1.5.1.4,,C931702028
C2530100433,CARBOPLATINO Solución iny. 150mg 1 Frasco ámpula,5,2504,2530,,25300433,1.1.5.1.4,,C931702030
C2530100435,CARMUSTINA Polvo para Solución iny. 100mg/3ml Frasco ámpula y diluyente con 3ml,5,2504,2530,,25300435,1.1.5.1.4,,C931702032
C2530100474,CICLOFOSFAMIDA Polvo o liofilizado para Solución iny. 200 mg 5 Frascos ámpula,5,2504,2530,,25300474,1.1.5.1.4,,C931702036
C2530100475,CICLOFOSFAMIDA Polvo o liofilizado para Solución iny. 500mg 2 Frascos ámpula,5,2504,2530,,25300475,1.1.5.1.4,,C931702038
C2530100509,CISPLATINO Solución iny. 10mg Frasco ámpula,5,2504,2530,,25300509,1.1.5.1.4,,C931702040
C2530100513,CITARABINA Solución iny. 500mg/ 10ml Frasco ámpula o frasco ámpula con liofilizado,5,2504,2530,,25300513,1.1.5.1.4,,C931702042
C2530100542,CLORAMBUCILO 2mg 25 Tabletas,5,2504,2530,,25300542,1.1.5.1.4,,C931702044
C2530100624,CULTIVO BCG Suspensión 30mg 4frascos ámpula,5,2504,2530,,25300624,1.1.5.1.4,,C931702046
C2530100626,DACARBAZINA Polvo para Solución iny. 200 mg Frasco ámpula,5,2504,2530,,25300626,1.1.5.1.4,,C931702048
C2530100630,DACTINOMICINA (ACTINOMICINA D) Polvo/ Solución iny. 0.5 mg 1 Frasco ámpula,5,2504,2530,,25300630,1.1.5.1.4,,C931702050
C2530100640,DAUNORUBICINA Polvo/ Solución iny. 20mg 1 Frasco ámpula,5,2504,2530,,25300640,1.1.5.1.4,,C931702052
C2530100671,DEXRAZOXANO Solución iny. 500 mg 1 Frasco ámpula,5,2504,2530,,25300671,1.1.5.1.4,,C931702054
C2530100749,DOCETAXEL Solución iny. 80mg Frasco ámpula y diluyente de 6ml,5,2504,2530,,25300749,1.1.5.1.4,,C931702056
C2530100748,DOCETAXEL Solución iny. 20mg Frasco ámpula y diluyente de 1.5ml,5,2504,2530,,25300748,1.1.5.1.4,,C931702058
C2530100763,DOXORUBICINA Solución iny. 10mg Frasco ámpula,5,2504,2530,,25300763,1.1.5.1.4,,C931702060
C2530100765,DOXORUBICINA Solución iny. 50mg Frasco ámpula,5,2504,2530,,25300765,1.1.5.1.4,,C931702062
C2530100764,DOXORUBICINA Suspensión inyectable 2mg Un frasco ámpula,5,2504,2530,,25300764,1.1.5.1.4,,C931702064
C2530100871,ESTRAMUCINA 140mg 100 cápsulas,5,2504,2530,,25300871,1.1.5.1.4,,C931702070
C2530100902,ETOPÓSIDO Solución iny. 100mg 10 Ampolletas,5,2504,2530,,25300902,1.1.5.1.4,,C931702072
C2530100952,FILGRASTIM Solución iny. 300µg/ml 5 Frascos ámpula o jeringas,5,2504,2530,,25300952,1.1.5.1.4,,C931702076
C2530100963,FLUDARABINA Solución iny. 50mg 1 o 5 frascos,5,2504,2530,,25300963,1.1.5.1.4,,C931702078
C2530100978,FLUROURACILO Solución iny. 250mg/ 10ml 10 Ampolletas,5,2504,2530,,25300978,1.1.5.1.4,,C931702080
C2530100987,FLUTAMIDA 250mg 90 Tabletas,5,2504,2530,,25300987,1.1.5.1.4,,C931702082
C2530101048,GEMCITABINA Solución iny. 1g Frasco ámpula,5,2504,2530,,25301048,1.1.5.1.4,,C931702084
C2530101062,GLICOFOSFOPEPTICAL 500mg 45 Cápsulas,5,2504,2530,,25301062,1.1.5.1.4,,C931702086
